Gene,fold_T_NM
AKTIP,1.131374826
RPGRIP1L,1.170301668
FTO,0.829870102
AMFR,0.729013768
OGFOD1,1.459411049
BBS2,0.653085649
NUP93,0.927104186
HERPUD1,1.201312236
NLRC5,1.038024102
FAM192A,2.573991701
RSPRY1,0.847999173
COQ9,1.531831761
CCDC102A,1.499699982
CNOT1,0.839570365
SLC38A7,0.769958916
GOT2,1.155995344
RAB40C,0.786419435
CDH11,1.937666824
CDH5,115630223.4
BEAN1,13.92605113
TK2,0.72415941
CMTM3,1.418041151
DYNC1LI2,1.005763727
NAE1,1.088323651
CES2,1.190455401
CBFB,1.875652616
FHOD1,393656373.4
FAM65A,1.355680633
CTCF,0.917720743
GFOD2,1.06501336
RANBP10,2.194733696
EDC4,390883304.4
PSKH1,6.313495732
LCAT,1.364388098
DPEP2,0.598823021
DUS2,1.044842816
NFATC3,1.470995402
SLC7A6,0.82215287
PRMT7,1.010350692
CDH3,1.969455681
CDH1,0.844736711
TANGO6,1.126298774
SNTB2,0.825457574
TERF2,0.821718999
NFAT5,0.731913529
WWP2,0.809715904
PDPR,1.343097844
AARS,1.033268077
FUK,1.027806201
COG4,1.130483322
SF3B3,1.072797784
MTSS1L,3.652170071
VAC14,1.087260504
PHLPP2,0.857419836
AP1G1,0.900712132
IST1,1.641703615
TXNL4B,1.520220083
PMFBP1,2.033227567
ZFHX3,1.399547797
NARFL,147915913
PSMD7,2.377995643
GLG1,1.205766699
RFWD3,0.935202722
MLKL,0.86744947
WDR59,0.734508504
ZNRF1,1.282284382
CFDP1,1.152688869
ADAT1,1.588917781
KARS,1.348953201
MON1B,484803406.8
ADAMTS18,1.355603525
WWOX,0.645978896
CDYL2,1.128415203
GAN,2.660292134
CMIP,13.6383993
PLCG2,1.054861708
MLYCD,0.690368171
MBTPS1,1.279651173
TAF1C,578393715.9
ATP2C2,0.532240619
KLHL36,1.177168969
USP10,1.541647575
CRISPLD2,0.944739672
ZDHHC7,2.171927612
KIAA0513,1.647471417
GSE1,0.820838199
EMC8,0.63739734
METTL22,3.354102066
FBXO31,2.981763325
ZCCHC14,0.671659188
ABAT,0.423314938
KLHDC4,0.999532949
LMF1,1.260634618
BANP,1.10852199
PMM2,0.784004223
ZFPM1,2.903820229
CARHSP1,1.705825937
ZC3H18,1.778669301
CYBA,1.377489043
MVD,1.12252669
GALNS,3.855897665
ACSF3,1.894850434
USP7,1.321517811
ZNF778,0.720668853
ANKRD11,1.329191235
SPG7,1.886279881
CPNE7,208927290.4
CDK10,1.465867207
VPS9D1,3.70565767
ZNF276,1.547076127
FANCA,0.765180646
TCF25,0.893833844
GAS8,406369230
NPRL3,1.0680025
MYH3,1.85043288
ADPRM,125542533.2
TMEM220,1.061524641
DNAH9,2.893351831
ZNF18,1.877386381
MAP2K4,0.954965079
MYOCD,0.358173755
ARHGAP44,0.930177785
COX10,0.332252928
MYO1C,1.639474637
INPP5K,0.728517016
PMP22,2.158478244
PITPNA,1.195870237
TRIM16,286801169.3
ZSWIM7,1.582237557
NCOR1,1.140360156
PIGL,1.027429819
TRPV2,287914332
MPRIP,3.48106914
FLCN,0.78181757
COPS3,0.435093132
SERPINF1,1.061628283
SMYD4,1.765487449
TOM1L2,0.476253436
ATPAF2,1.091143318
DRG2,141105785.3
MYO15A,0.689474866
ALKBH5,1.332534234
FLII,6.150753179
TOP3A,1.211534215
SHMT1,1.260132511
RPA1,0.912836543
PRPSAP2,1.057520845
EPN2,1.341483356
SLC47A1,2.479733319
ALDH3A2,0.677981499
ULK2,1.777816656
AKAP10,1.005479072
SPECC1,1.534153481
SMG6,2.645757511
USP22,1.183613911
SRR,0.742087305
TSR1,236939051.8
SGSM2,1.243904382
METTL16,0.837414228
PAFAH1B1,1.017506712
CLUH,266326863.3
WSB1,1.133107
KSR1,0.892970174
NOS2,1.316476833
NLK,0.869063661
POLDIP2,1.679409836
SARM1,71400743.66
SPAG5,4.30439989
SUPT6H,2.855178641
FAM222B,0.462608245
PHF12,1.101485752
MYO18A,3.893163542
NUFIP2,1.871063399
TAOK1,0.535944151
SSH2,0.659026921
RAP1GAP2,0.541677518
BLMH,0.901207837
CPD,1.601540954
GOSR1,0.723681932
CRLF3,1.29133557
ATAD5,2.519261113
ADAP2,0.677179173
RNF135,2.523594234
NF1,0.894285795
RAB11FIP4,0.857393592
UTP6,0.9885169
SUZ12,0.86127162
LRRC37B,1.01951476
RHOT1,0.908156833
ZNF207,6.342572119
MYO1D,1.12671345
CCL13,519849436
SPATA22,0.932468984
CCT6B,5.186364815
LIG3,3.310232784
RAD51D,1.880093318
UNC45B,1.864126246
SLFN5,5.486837236
SLFN11,0.806212902
TRPV3,5.85213363
SLFN12L,0.678024814
AP2B1,0.972477037
TRPV1,0.924656215
SHPK,1.31766065
ITGAE,1.596972672
NCBP3,0.73235093
P2RX1,4.61792429
PLXDC1,1.774974424
FBXL20,0.481265873
ATP2A3,1.183999066
MED1,0.427266355
CDK12,1.056972531
PGAP3,0.846927362
ERBB2,1.31596787
GRB7,0.853842638
IKZF3,1.198914419
GSDMB,1.555142556
PSMD3,0.49122995
MED24,0.591159045
MSL1,0.416725505
ZZEF1,1.19994375
CASC3,1.016847777
WIPF2,2.335856235
CDC6,1.521873218
RARA,3.413475833
TOP2A,0.673469826
IGFBP4,754621538.1
TNS4,2038619550
CYB5D2,4.511627403
ANKFY1,1.395209522
JUP,3.120077943
FKBP10,0.774280898
NT5C3B,1.604605737
ACLY,0.625198779
DNAJC7,0.620431161
STAT5B,0.91542129
STAT3,0.896706435
ATP6V0A1,0.75174655
NAGLU,1.284710552
EZH1,0.790161584
BECN1,1.320604243
UBE2G1,0.860440291
PSME3,1.539926573
BRCA1,1.924506312
NBR1,0.790928128
DHX8,1.110047683
MPP3,0.692414395
HDAC5,1.394416089
C17orf53,0.512501749
ATXN7L3,1644995079
GPATCH8,1.377797596
GJC1,5.938228855
EFTUD2,2.002855582
DCAKD,4.565652711
NMT1,1.368386201
HEXIM1,2.033227607
FMNL1,1.557801121
MAP3K14,0.917183622
GOSR2,3.068747844
CDC27,0.999280075
EFCAB13,1.310281896
NPEPPS,1.117047664
KPNB1,0.900516554
TBKBP1,0.747311635
TBX21,1.216039175
COPZ2,0.762189464
NFE2L1,0.165262364
PLD2,104803195.8
SNX11,0.980726129
SKAP1,1.498196249
HOXB3,30553418.02
CALCOCO2,1.035090335
UBE2Z,0.71238484
IGF2BP1,180512773.7
ABI3,3.272544205
ZNF652,0.768986376
NGFR,227506608.4
ENO3,1.214079865
SPOP,0.454612497
FAM117A,1.227939568
KAT7,0.981523372
ITGA3,1.557657125
PPP1R9B,3.439265113
COL1A1,0.632380801
LRRC59,2219047336
RSAD1,7.811884383
ABCC3,1.366385554
LUC7L3,1.004970539
SPAG9,0.980906969
MBTD1,0.794886132
UTP18,1.014616067
SCIMP,1.048196466
RABEP1,1.04237232
NUP88,0.406795826
DHX33,0.869660223
DERL2,1.243088941
TOM1L1,0.875772667
STXBP4,0.82183697
MMD,0.732330914
C17orf67,1.041800128
DGKE,0.684951902
TRIM25,1.014699004
MSI2,2.712255995
SRSF1,1.161177937
MKS1,0.523968789
VPS53,1.307780964
HSF5,1.406654883
TEX14,0.476322404
RAD51C,1.373030307
TRIM37,1.064990946
YPEL2,0.781482087
CLTC,3.292189209
PTRH2,255934680.6
VMP1,1.131642586
RPS6KB1,0.924762707
USP32,0.851998185
APPBP2,1.568061351
PPM1D,0.902126787
BCAS3,0.896952172
WSCD1,0.959025446
BRIP1,2.90718922
INTS2,0.915127624
MED13,0.748594603
MRC2,1.67273456
TANC2,1.44404633
DCAF7,0.905699205
TACO1,2.573068284
MAP3K3,1.097641411
STRADA,6.061731884
CCDC47,1.120334267
DDX42,0.983108249
ERN1,0.68795249
TEX2,1.059977346
PECAM1,1.050356563
MILR1,1.566812816
CEP95,1.157060281
SMURF2,0.942452808
PITPNM3,0.089480211
AXIN2,3.358161586
CEP112,1.369473959
KIAA0753,1.306791999
PRKCA,0.874691104
HELZ,0.975918068
PITPNC1,1.039238056
XAF1,3.552979762
BPTF,0.98557455
AMZ2,1.347068998
ARSG,0.449619145
PRKAR1A,0.855218936
ABCA8,1.04695545
ABCA9,0.841778649
ABCA6,0.831988861
ABCA10,0.840037892
ABCA5,0.456086323
ALOX12,4.613267506
CLEC10A,1.069072262
CTDNEP1,192390405.2
SLC39A11,0.665034631
COG1,0.671618057
C17orf80,1.035996271
ACAP1,2.065883421
TTYH2,3.668355126
GEMIN4,234081395
SLC9A3R1,1.468181482
HID1,0.429046523
POLR2A,0.869963819
SLC16A5,4.918444697
NUP85,0.739348474
GGA3,1.032653021
MIF4GD,342523425.2
SLC25A19,6.495540336
LLGL2,1.297426816
MYO15B,2.675327832
ITGB4,1.287651928
UNK,0.951628046
UNC13D,4.193341998
TRIM65,286310137.2
FBF1,0.894528377
FXR2,1.048682749
CDK3,1.692099369
EVPL,742694922.7
GLOD4,4.574265018
SRP68,1.133173581
EXOC7,1.043371315
QRICH2,0.938644612
PRPSAP1,1.068271679
RHBDF2,1.137995528
JMJD6,2.479461438
MFSD11,0.713871182
SEC14L1,2.006306813
09-Sep,1.61541694
TNRC6C,1.091504895
TMC6,0.950536704
TMC8,2.787182469
AFMID,0.82388018
MRM3,1.639803636
PGS1,2.317140191
KDM6B,0.625912623
CYTH1,0.614698735
USP36,1.967520307
CHD3,0.783292605
C1QTNF1,105068202.9
ENGASE,0.887140028
CNTROB,0.922565131
CCDC40,1.048216159
EIF4A3,1.623196719
CARD14,124595057.7
SGSH,0.41336659
SLC26A11,0.337978127
RNF213,1.587839402
RPTOR,0.99978908
CHMP6,2.487471001
CEP131,0.378791296
SLC38A10,1.301792853
ACTG1,8.93485501
NPLOC4,0.97144252
HGS,0.951138574
MCRIP1,307604904
P4HB,1.031760476
NXN,1.338093659
CCDC57,1.097923109
CSNK1D,0.884015188
CTC1,0.713318903
OGFOD3,1.18847939
NARF,0.996598352
FOXK2,1.015763409
FN3KRP,7.973502865
FN3K,31.04398638
TBCD,1.445741437
B3GNTL1,1.833557806
KRBA2,489960957
NDEL1,1.216529729
MYH10,1.275753728
PIK3R5,2.306633703
STX8,0.525873292
GLP2R,0.30996307
GAS7,0.906625696
APCDD1,71890962.98
NAPG,1.201056565
PIEZO2,0.574089752
IMPA2,0.499063056
CIDEA,1.291338989
AFG3L2,1.033812962
SPIRE1,0.596568217
PTPN2,1.654880767
SEH1L,0.880053473
CEP192,1.117474522
LDLRAD4,0.83727432
FAM210A,1.735085805
RNMT,1.619688562
USP14,1.318617027
ROCK1,0.93436453
GREB1L,22.32002665
ESCO1,0.641960433
ABHD3,0.803816902
MIB1,0.804098179
RBBP8,0.896163178
CABLES1,1.80042911
C18orf8,0.918640258
NPC1,2.457844975
ANKRD29,0.23432066
TTC39C,0.930400847
OSBPL1A,0.570446894
ZNF521,0.57406106
SS18,1.431496861
PSMA8,37706842.02
TAF4B,0.622901361
SMCHD1,1.455835448
EMILIN2,0.855499897
LPIN2,1.182658717
MYOM1,1.199470154
B4GALT6,0.404200167
TRAPPC8,0.864120715
RNF125,3.303565896
RNF138,0.769089759
ASXL3,0.392177442
DTNA,0.508118054
MAPRE2,1.712532588
INO80C,1.850605667
RPRD1A,0.68367703
ELP2,1.040568055
MOCOS,2.658851455
FHOD3,0.531491478
KIAA1328,1.116145504
PIK3C3,0.9125938
SETBP1,0.638785569
SLC14A1,1.49803029
EPG5,1.058754254
PSTPIP2,0.521618094
HAUS1,0.754713805
PIAS2,1.211259578
KATNAL2,0.791357685
HDHD2,0.466036745
SMAD2,0.997091154
CTIF,1.372334903
DYM,1.048970083
MYO5B,0.542552779
MBD1,3.458167992
MAPK4,0.147743741
ME2,1.183008434
ELAC1,0.442822268
SMAD4,1.150011278
DCC,7554981.68
MBD2,0.666593763
POLI,0.940643243
EPB41L3,2.164596366
RAB27B,0.454765138
TCF4,1.937927528
TXNL1,0.288669174
WDR7,0.946545222
NARS,1.082845484
ATP8B1,0.614953519
ALPK2,0.69861069
MALT1,0.738895392
ZNF532,1.32268753
RNF152,0.910364749
PIGN,1.148523737
L3MBTL4,0.560561469
KIAA1468,1.557254717
TNFRSF11A,0.565043934
ZCCHC2,1.05919593
PHLPP1,0.440330626
BCL2,0.692307773
KDSR,0.571011937
VPS4B,1.053689269
CDH19,1.042051204
ARHGAP28,0.795540323
ENOSF1,1.018527712
CCDC102B,0.743845047
CD226,0.724433581
RTTN,0.975363503
SOCS6,164051623.7
CNDP2,2.547317949
ZNF407,1.534862213
TSHZ1,1.284101988
YES1,0.579333806
ZNF516,0.716762376
ZNF236,0.804139386
MBP,1.67563712
PTPRM,0.820285012
ATP9B,0.828220723
NFATC1,1.161956074
CTDP1,1.007916612
PQLC1,0.800572017
TXNL4A,2.042789209
RAB12,1.3646726
MTCL1,0.753237694
NDUFV2,0.6963586
ANKRD12,0.987523411
TWSG1,1.817891092
RALBP1,0.917088132
PPP4R1,1.312838117
RAB31,1.401900453
VAPA,0.71098236
EIF3G,1088252667
DNMT1,1.181273202
MRPL4,1.340517298
CNN2,2.213046834
RAVER1,1.210101481
TYK2,1.345135553
PDE4A,0.869491027
KEAP1,0.524762258
ATG4D,706816181.4
SLC44A2,1.617863646
DNM2,0.864545437
CARM1,1.609276169
SMARCA4,1.354425583
LDLR,1.218328622
SPC24,92377725.06
KANK2,0.923630045
DOCK6,0.870468751
RAB3D,0.593015206
RGL3,0.813069976
PRKCSH,5.744546012
ZNF653,1.627252662
ECSIT,0.859592573
ZNF823,0.746938072
ZNF625,0.745570448
STK11,0.878263392
ZNF709,0.384452356
ZNF564,0.946038543
MIDN,1.01727393
ZNF791,2.626807429
MAN2B1,1.554885826
WDR83,1.378179776
DHPS,0.999803537
TNPO2,2.040239924
CIRBP,1.123420963
JUNB,5932511596
RNASEH2A,1.766881078
DNASE2,0.79835623
FARSA,1.077979016
GADD45GIP1,0.975423152
NFIX,0.689995968
CACNA1A,0.123677736
MUM1,10.87074288
CCDC130,1.11373271
ZSWIM4,2.28577794
CC2D1A,0.899510965
DCAF15,3.747771959
RFX1,1.031928665
IL27RA,1.011007385
PRKACA,0.271468751
ADGRL1,113157114.2
ADGRE5,1.788429966
PKN1,1.261127938
ADGRE3,24147153.68
ZNF333,1.530169898
ADGRE2,0.861958119
ADAMTSL5,3.961109495
ILVBL,1.628223548
NOTCH3,0.852819657
BRD4,2.801366688
WIZ,7.515907829
RASAL3,1.489348407
TPM4,1.352521928
TCF3,2.572730177
EPS15L1,1.579793853
C19orf44,0.965710833
SMIM7,0.558032808
TMEM38A,1.419552975
SIN3B,0.694261958
HAUS8,3.017516827
MYO9B,1.521372809
OCEL1,1.567338765
BABAM1,0.883194316
PLVAP,0.61085935
MVB12A,598241988.8
PGLS,0.229379706
FAM129C,0.751283039
FCHO1,1.277223022
JAK3,1.84377001
IL12RB1,4.546141665
MAST3,0.608753574
IFI30,0.862146873
PDE4C,1212540977
PGPEP1,0.763639568
FKBP8,1.003524961
KXD1,0.861429653
CRLF1,0.280491743
COMP,292637471.9
DDX49,1.556439243
HOMER3,1.393046549
SUGP2,0.246238764
SLC25A42,1.236734098
SCAMP4,1.899933961
RFXANK,3.308438999
SUGP1,2.71446543
GATAD2A,1.118728519
NDUFA13,0.620039722
PBX4,1.158322308
GMIP,1.375425983
ATP13A1,6.110742877
ZNF101,2.542427564
ZNF506,1.538863826
ZNF682,0.564786182
ZNF90,13.72023555
ZNF626,0.685239892
MOB3A,1.477353856
ZNF431,0.578583454
AP3D1,1.168003816
ZNF493,0.690057667
DOT1L,1.13114724
ZNF208,1.020372753
ZNF257,0.638092308
ZNF492,1.275440297
OAZ1,0.704486112
ZNF730,0.844287469
ZNF91,2.139610837
ZNF675,1.790396987
ZNF254,2.046069344
LMNB2,5.384028683
GNG7,0.359113406
SGTA,1.06883775
THOP1,149733748.1
ZNF77,2.481190323
URI1,0.869751097
TLE2,1.373728868
MIER2,1.087653754
NCLN,1.174275084
ANKRD27,1.316608667
CEP89,1.028626652
GPATCH1,1.143891755
NFIC,0.744906604
KIAA0355,0.951515748
GPI,3.835580074
PDCD2L,157204793.2
UBA2,1.018922312
WTIP,4.714566852
ZNF30,0.805499344
GRAMD1A,0.796847549
LSR,2.241295447
CD22,0.425141763
MFSD12,1.796222894
KMT2B,34.04426555
PROSER3,1.431975593
WDR62,6.439352244
TBCB,2.101119836
CACTIN,0.955178108
ZNF566,1.244065408
PIP5K1C,1.021627838
ZNF382,0.62352709
ZNF461,1.761650626
ZNF567,0.776604928
ZNF790,2.434424665
ZNF829,0.775762123
ZNF568,1.489780126
ZNF420,0.930377984
ZNF585B,0.994630868
TJP3,1.168420933
HKR1,2.030253482
ZNF569,1.102256485
ZFP30,0.555738524
ZNF607,0.841750496
ZNF573,0.896841537
SIPA1L3,0.933702057
ZFR2,69027510.28
CATSPERG,1.218138514
FAM98C,0.462608224
RYR1,2.593315052
MAP4K1,2.180227546
EIF3K,451396639.6
ACTN4,567391458
LGALS4,4204927655
HNRNPL,6.033921696
RINL,0.446666017
SARS2,0.895338315
PAF1,1348571176
MED29,0.921428774
ZFP36,18.47459294
PLEKHG2,5.401825533
SUPT5H,2.38881335
DYRK1B,1256536599
FBL,1.382141411
FCGBP,1.191379612
PSMC4,2326815064
AKT2,1.525513626
C19orf47,1.53768886
BLVRB,4.365101728
SHKBP1,1.638471177
LTBP4,1.79139242
COQ8B,2.162747255
ITPKC,3.05955432
SNRPA,12.35671575
RAB4B,2.322997916
EGLN2,451990494.4
CYP2S1,2.109732157
AXL,1.655990267
HNRNPUL1,0.833227173
TGFB1,3.108971139
BCKDHA,3.289236685
SIRT6,3.907917183
POU2F2,0.515867266
GSK3A,1.06799427
EBI3,1.746745274
MEGF8,0.791041063
CCDC94,1.276741922
SHD,462688725.2
PHLDB3,1.377046979
ETHE1,3.924146676
MPND,1.87617975
XRCC1,1.580906061
CADM4,0.876265747
SH3GL1,5.526479284
PLAUR,2.53030783
SMG9,1.883604682
KCNN4,76190919.28
SHC2,0.566626996
CHAF1A,1.967222394
ZNF234,510117208.6
UBXN6,2.629019645
CEACAM20,119722004.6
PVR,86544079.7
CEACAM16,0.427787598
CBLC,2.170871571
APOE,1.69209937
HDGFRP2,1.172306332
RELB,0.758659319
PLIN4,0.394831887
PPP1R37,3.673235756
MARK4,0.97142711
ERCC2,1.362644992
PPP1R13L,4.02912967
ERCC1,2.821919199
VASP,1.055185592
SEMA6B,99464107.72
EML2,1.076000914
GIPR,0.069282769
QPCTL,6.391297761
SYMPK,1.339886504
HIF3A,3.80338262
PPP5C,1.307006198
CALM3,1554904934
DPP9,0.116363176
ZC3H4,0.555126054
SAE1,1.796051979
CCDC9,0.905656456
DHX34,1.438820945
MEIS3,1.798602083
NAPA,0.368889592
EHD2,0.816514952
PLA2G4C,0.64618297
LIG1,0.824674198
CARD8,0.904055085
TMEM143,2.259245351
GRIN2D,1.292283126
DBP,0.519379065
HSD17B14,2.694977611
PLEKHA4,0.562198012
TULP2,1.891302396
NUCB1,1.390511353
FTL,2.442590604
GYS1,1.250288709
RUVBL2,0.689716068
SNRNP70,0.285194418
TRPM4,7.447635517
TEAD2,1.046196439
PIH1D1,0.524375352
ALDH16A1,0.643870726
FLT3LG,0.749452542
RPS11,751930397.6
UHRF1,6.207198789
RCN3,106841271.9
PRR12,2.7365925
PRMT1,129296580.1
CPT1C,1.218883699
AP2A1,1.354003015
MED25,0.978532758
PTOV1,18.92117485
IL4I1,56253483.8
VRK3,0.958655232
KDM4B,1.297812256
MYH14,2.257393585
POLD1,0.932211075
KLK7,5633151006
ETFB,0.461032377
NKG7,2.605270159
ZNF175,1.35248388
HAS1,157349256.4
FPR3,159505751.6
ZNF577,1.330844169
ZNF350,1.400862943
ZNF615,535400079.3
ZNF432,0.571179547
ZNF841,0.995995627
PPP2R1A,3.887438753
ZNF766,1.372473086
ZNF480,2.968549973
ZNF610,3.506018291
ZNF880,1.746263704
PTPRS,4.864203561
ZNF528,0.468886623
ZNF534,97010990.36
ZNF701,0.591737143
ZNF83,3.484207033
ZNF611,0.67590812
ZNF160,1.135150608
ZNF347,1.136278149
NLRP12,2.149519797
PPP1R12C,0.940505346
PPP6R1,1.088779153
BRSK1,147314282.3
EPN1,310352091.8
SAFB2,1.157570612
ZNF583,1.489915905
SAFB,0.824778622
ZNF470,2.24211678
LONP1,1.265777642
AURKC,0.793854756
VN1R1,1.066392992
ZNF134,0.322713626
ZNF154,0.517922086
ZNF586,2.428975665
ZNF587,1.511208432
ZNF814,223922976.4
ZNF418,0.353991837
ZNF606,1.840695399
ZNF274,1.754793345
ZNF544,1.696392342
ZNF8,1.142530994
RPS5,0.842758863
CHMP2A,0.658092465
RANBP3,10.36739795
RFX2,1.873426831
MLLT1,2.215811352
CLPP,609598321.6
GTF2F1,7.569959878
SLC25A23,10.30063757
RNF126,1.343510131
C3,0.863911698
GPR108,2319421914
TRIP10,2.695023836
VAV1,1.566475786
ADGRE1,1.021634221
INSR,0.651968394
PALM,1.383131012
ARHGEF18,1.960363239
MCOLN1,0.879228337
PNPLA6,0.88353692
EVI5L,69662328.14
TIMM44,5.798243879
CERS4,1.286331261
KANK3,0.756668573
ANGPTL4,0.925161484
HNRNPM,0.983588224
MYO1F,1.214566394
ZNF426,1.266762779
ZNF121,1.209307121
ARID3A,1.106170068
ZNF562,1.286657919
UBL5,1.357463326
WDR18,200050094.8
COL5A3,1.187880917
AFF3,1.012063838
NPAS2,1.173862998
TBC1D8,0.692050493
CNOT11,1.26649504
RNF149,1.355116403
C2orf48,0.438342995
MAP4K4,2.227328219
IL1R2,30567714.38
IL1R1,0.167125637
IL1RL2,0.232987351
IL18R1,0.776537669
HPCAL1,1.321280645
MRPS9,276637782.2
TGFBRAP1,2.032899333
C2orf49,1.205038078
FHL2,1.189512246
NCK2,1.157944467
NOL10,1.036603654
UXS1,1.140577565
ST6GAL2,0.464376823
PDIA6,0.797808877
GCC2,0.753581708
RANBP2,0.689662656
CCDC138,1.151620833
SH3RF3,0.984738895
10-Sep,1.555853442
SNTG2,0.369127037
NPHP1,0.593568563
BUB1,1.570205595
ACOXL,51653824.8
BCL2L11,1.701128147
ROCK2,0.783541801
MERTK,0.768571135
TMEM87B,0.772929582
ZC3H8,0.909724226
TTL,1.31862272
POLR1B,6.1361757
SLC20A1,7.716678851
PSD4,1.985897572
SLC35F5,1.076905379
ACTR3,1.104443301
LPIN1,1.553169723
INSIG2,4.550895726
SCTR,1.272020934
CFAP221,0.799963488
PTPN4,0.775316983
EPB41L5,0.739253803
RALB,1.951974291
GLI2,7.269811973
CLASP1,0.893265621
TSN,0.57224114
BIN1,8.321456587
MAP3K2,0.700155308
WDR33,1.389782175
POLR2D,1.850432885
AMMECR1L,0.481822807
SAP130,1.007896318
UGGT1,1.121153704
PTPN18,1.753662228
ARHGEF4,0.452445535
FAM168B,1.122871618
PLEKHB2,1.147879751
NCKAP5,0.988306302
MGAT5,1.201914101
ACMSD,2.127344959
CCNT2,0.731396934
RAB3GAP1,0.956026136
ZRANB3,0.408545011
R3HDM1,0.749973118
UBXN4,0.918819453
MCM6,0.890049716
DARS,1.962431538
THSD7B,2.466780967
KYNU,0.724339731
ARHGAP15,0.370201826
GTDC1,0.997056023
ZEB2,0.628175842
ACVR2A,1.252593973
ORC4,0.845201732
MBD5,0.460472045
EPC2,2.063818482
LYPD6,0.361394132
NMI,2.634450028
RIF1,1.43381846
NEB,0.229877468
NBAS,1.03041535
CACNB4,0.2347922
STAM2,0.879798977
FMNL2,0.979257117
PRPF40A,1.97603326
DDX1,1.048818034
GPD2,1.659210653
ACVR1,1.836746948
PKP4,0.62905141
TANC1,1.358532054
WDSUB1,1.773142098
BAZ2B,1.262450343
07-Mar,1.22598354
PLA2R1,2.256183944
ITGB6,8.389995509
TANK,1.009645441
PSMD14,0.656813659
SLC4A10,0.362592768
DPP4,0.215751606
FAP,4.213794372
GCA,0.214165764
FIGN,12006189.62
SCN3A,0.103338666
TTC21B,4.07111843
STK39,1.257107227
CERS6,1.080660267
FASTKD1,0.953615638
PPIG,1.159758127
UBR3,0.929675244
TLK1,0.91998264
METTL8,0.802090403
DCAF17,0.94347048
SLC25A12,10.72016555
HAT1,0.848815622
ITGA6,1.899816068
PDK1,3.483765281
RAPGEF4,0.655936867
CDCA7,5.660476813
SP3,2.11143107
CIR1,0.996141149
SCRN3,9.843879182
GPR155,0.345496344
CHN1,1.423050047
ATF2,0.747838591
LNPK,0.747307665
MTX2,1.269905037
SMC6,1.302772288
NFE2L2,2.054114527
AGPS,0.770566236
GEN1,0.626401553
PRKRA,111636490.3
TTN,1.185203502
CCDC141,0.445407425
SESTD1,0.720743432
CWC22,5.51804343
UBE2E3,0.823169427
ITGA4,1.170304196
SSFA2,0.86022985
PDE1A,0.312118964
DNAJC10,0.66590633
NCKAP1,1.106759399
NUP35,1.106391718
ITGAV,0.954485664
CALCRL,0.673074916
TFPI,1.165074257
GULP1,0.40151401
COL3A1,0.391050017
COL5A2,54427862.74
WDR75,0.88247603
ANKAR,0.819835992
PMS1,0.796115022
NAB1,1.068467616
GLS,0.872153306
STAT1,0.751404419
STAT4,0.640828332
SLC39A10,0.854528566
STK17B,1.869815149
HECW2,0.786455217
GTF3C3,0.826387698
PGAP1,1.177781933
ANKRD44,1.114056766
SF3B1,1.575003701
COQ10B,1.119114856
RFTN2,5.075397981
SATB2,1.058644888
SPATS2L,1.413344407
KCTD18,8.597965286
AOX1,0.170930759
CLK1,0.664771277
PPIL3,1.325789792
ORC2,1.010781483
FAM126B,0.903431589
CFLAR,0.975488333
CASP10,1.919676198
CASP8,4.040861397
TRAK2,0.222536843
ALS2CR11,0.559538825
ALS2,0.781178059
CDK15,0.588584493
SUMO1,3.347916361
NOP58,1.338748875
BMPR2,0.921939246
PUM2,0.889827083
FAM117B,0.880870983
ICA1L,0.646223098
CARF,0.795258012
NBEAL1,1.385536496
CYP20A1,0.482331135
ABI2,1.007472152
RAPH1,1.657650882
CD28,138340178.1
PARD3B,0.969689015
NRP2,4.042041138
NDUFS1,0.887710901
ZDBF2,0.605742068
HS1BP3,6.42764498
MDH1B,0.513442409
CREB1,1.352802772
CCNYL1,0.757710794
LDAH,0.703505355
FZD5,0.263821946
PLEKHM3,0.903776114
PIKFYVE,0.768126516
RPE,0.747782113
KANSL1L,0.98615136
ACADL,0.927058756
ERBB4,0.192278008
IKZF2,4.09862882
SPAG16,1.146748354
BARD1,1.262051499
FN1,5.495526733
PECR,0.871388784
XRCC5,0.885599736
SMARCAL1,0.826473657
IGFBP5,0.805224449
TNS1,1.06332972
ARPC2,0.911527445
PNKD,0.839507901
SLC11A1,3.557591922
VIL1,0.081522816
USP37,0.765327327
ZNF142,0.891952443
SLC23A3,0.857940504
ABCB6,1.37568358
DNAJB2,5.941968364
GMPPA,5.996750543
CHPF,695352323.8
OBSL1,0.779226887
STK11IP,0.182545924
FARSB,1.246731268
ACSL3,1.050759036
WDFY1,1.744246727
SERPINE2,2.248690911
CUL3,0.931376735
DOCK10,0.53910542
RHBDD1,0.949775678
COL4A4,1.420101427
COL4A3,0.480551471
AGFG1,0.897347763
PID1,0.231950183
TRIP12,1.146015887
SH3YL1,2.730947309
SLC16A14,1.3531659
SP110,1.604549221
SP140,1.122626673
SP140L,1.129531548
SP100,1.31703637
CAB39,1.746104408
PSMD1,1.29728381
ARMC9,1.128641822
PTMA,675194151.4
COPS7B,0.950858556
DIS3L2,1.22153651
EIF4E2,1.541113817
GIGYF2,0.762409979
INPP5D,0.8454611
ATG16L1,2.129355489
DGKD,1.127237703
USP40,1.244141845
KLHL29,3.087197704
AGAP1,1.640153056
COPS8,74028975.58
ATAD2B,0.803384521
COL6A3,1.311986561
MLPH,17.42339327
