gene,fc_1,fc_2
YIPF2,0.918866315,0.923445555
ILF3,0.740224704,0.906721678
DNM2,0.722853497,0.729159707
SMARCA4,1.389193671,0.650473165
CCDC159,1.515733101,0.209538483
LPPR2,1.860505458,0.192880833
RAB3D,0.226833649,0.19890106
TMEM205,0.374153822,0.508112867
ELOF1,1.97366184,1.33189844
ZNF627,0.622549399,0.257028747
ECSIT,0.524091379,1.315551962
PRKCSH,1.599695159,1.539267426
ZNF44,0.46209451,0.255535454
LDLR,0.286302131,1.07428663
ZNF625,1.238312072,0.309093082
ZNF791,0.868864853,0.487612699
MAN2B1,1.207483229,0.485283764
C19orf43,0.969327619,1.345903546
ASNA1,1.157219376,1.130176995
TNPO2,0.731276675,0.481464776
WDR83OS,0.626408949,0.858803871
DHPS,0.75430978,0.795028341
HOOK2,0.415329792,0.137038278
RNASEH2A,0.556591338,1.152655263
JUNB,1.833636776,3.558121161
DNASE2,0.411298618,0.692156497
PRDX2,0.192176861,0.149512789
GCDH,0.552622956,0.498924853
FARSA,1.946595323,1.378556164
GADD45GIP1,1.919802955,1.212932273
NACC1,1.684603462,0.971105142
TRMT1,2.523888783,1.636836954
RAD23A,1.984150773,1.988263857
IER2,0.393845963,1.005880969
CCDC130,1.527261805,1.406734105
STX10,1.906371811,1.926907765
MRI1,1.252940463,1.415806926
C19orf53,1.760123771,1.036909311
LPHN1,0.63008737,0.184349169
DDX39A,0.300551303,0.828612768
PKN1,2.515565136,2.072096938
CALR,1.163689576,0.894297088
DNAJB1,1.437102507,0.769865422
NDUFB7,1.1158713,0.95380118
TECR,0.733823893,0.523760705
GIPC1,1.364706895,0.84895022
ILVBL,0.937241472,0.808538344
AKAP8,1.530462296,1.180467213
NOTCH3,0.019258215,0.006871415
AKAP8L,1.355595706,0.896074326
RAB8A,1.052795469,0.919757736
FAM32A,1.582773826,1.203026403
AP1M1,2.227015246,2.033592902
SLC35E1,1.584438623,0.673904937
SMIM7,0.722561916,0.414032955
USE1,0.595418318,0.376657623
NR2F6,0.733936097,0.610683339
MRPL34,1.066969963,1.094485476
BABAM1,1.327787937,0.8657035
DDA1,1.290116685,1.025299697
MVB12A,0.658420669,1.034460174
PGLS,1.157011652,1.382842802
TPM4,9.119848336,11.92476573
GLT25D1,6.045866867,5.307836203
CCDC124,1.515283737,1.255897352
PIK3R2,1.33089611,0.480106507
JUND,0.573339913,0.929133932
LSM4,0.531257311,1.055019788
GDF15,1.29907199,2.039490797
RPL18A,1.005013634,1.055284246
FKBP8,1.298041676,0.650049078
KXD1,1.665487211,1.502458818
C19orf60,0.278611056,0.33786876
UPF1,1.226161667,0.808510119
DDX49,1.050305547,1.586614349
COPE,1.269263854,1.169866923
TMEM161A,0.571562119,0.485155323
ARMC6,1.133585709,0.839041129
SUGP2,1.689662996,0.670907223
SUGP1,1.186012732,0.849826388
UBA52,1.263999659,1.21825249
MAU2,0.979061085,0.521584664
HOMER3,4.590932107,2.267047723
GATAD2A,2.323872573,1.662465846
MEF2BNB,0.827388388,0.602816859
NR2C2AP,0.706853668,1.068056607
RFXANK,0.69694904,0.450723033
LPAR2,2.327461118,0.206492965
ATP13A1,1.220485008,0.675456095
NDUFA13,0.753698853,0.565245891
ZNF431,0.595999961,0.271279431
ZNF675,0.405718043,0.436272144
ZNF91,0.869713559,0.211607899
RPSAP58,0.979915956,1.404779893
ZNF254,0.178721012,0.106161684
UQCRFS1,0.580980646,0.530814532
POP4,1.860438254,0.950872946
DPY19L3,0.382442732,0.356565773
URI1,1.732637804,0.900901427
PDCD5,1.913545125,1.679685334
NUDT19,0.626121587,0.254343222
ANKRD27,0.647480696,1.136884604
RHPN2,1.925219327,0.298326135
PEPD,2.618708561,1.440569722
LSM14A,1.168843467,1.28166648
CEBPG,0.659606345,2.777276673
KCTD15,0.071939935,0.041702515
PDCD2L,1.210545654,0.919912289
ZNF302,0.754028079,0.421464414
UBA2,1.639379261,3.214346935
GPI,0.877366504,0.779760718
LSR,0.045640797,0.039846099
USF2,0.551946354,0.560680109
RBM42,1.198203863,1.145867357
COX6B1,0.818540165,0.600913076
TMEM147,0.903996465,0.934077989
PSENEN,0.583850792,1.094668751
SDHAF1,0.41813819,0.666039889
SYNE4,0.014739086,0.01019828
TBCB,0.478881984,0.516057843
POLR2I,0.621103407,0.562714023
LINC00665,0.573642544,0.218950955
CAPNS1,0.926380418,0.499408263
FXYD3,7.52E-09,0.000000038
ZNF529,0.542260352,0.488926156
ZNF260,0.529684134,0.328357655
ZNF146,0.914465965,0.689143746
HKR1,0.618227697,0.468961125
ZFP30,0.277563062,0.289420209
PSMD8,0.900539185,0.901256207
YIF1B,1.344503433,0.968148672
EIF3K,0.69891851,0.845629654
SPINT2,0.006044498,0.004010758
ECH1,0.302031597,0.241392872
ACTN4,1.069149002,1.080929357
HNRNPL,1.045382461,1.043893369
PAK4,0.27248591,0.103692779
SARS2,0.52011776,0.427136296
MRPS12,1.294077244,1.069885209
SIRT2,0.911329465,0.468864347
NFKBIB,1.869180833,4.216680302
MED29,1.111286075,0.500872204
ZFP36,1.461282803,2.795192328
PAF1,0.724954819,0.670748184
EID2,0.917983702,0.736498819
TIMM50,2.538224863,1.392499269
FBL,0.574179384,0.82949813
SUPT5H,1.419848331,0.684220135
ZNF780B,0.42806168,0.244620625
PSMC4,1.290661124,1.077587758
RPS16,1.640126829,1.657864644
ZNF780A,0.47430733,0.22125768
SERTAD1,0.449315348,0.827330981
SERTAD3,0.568326455,0.506435107
AKT2,0.853799036,0.659594252
BLVRB,1.213582656,0.93321194
SHKBP1,1.487563862,1.487909197
ADCK4,0.483598677,0.408640125
PLD3,2.611240787,1.407316258
SNRPA,1.062540823,2.163211308
ITPKC,0.861756125,2.034989397
RAB4B,1.02024176,1.126174197
EGLN2,1.090060179,1.634607588
EXOSC5,1.328784033,3.93283392
BCKDHA,0.753722164,1.681590096
HNRNPUL1,1.206739046,1.900204203
ATP5SL,1.836450559,3.636017718
RABAC1,0.660835952,2.304102799
ARHGEF1,3.658420813,3.629569565
GSK3A,1.241874441,1.772435373
ERF,0.748997617,1.75214764
PAFAH1B3,0.097837214,0.157375499
DEDD2,1.812540636,2.026179847
XRCC1,0.820578009,1.939082216
ETHE1,1.846723906,1.603858382
SMG9,1.008323381,2.169523058
RPS19,0.961281691,2.088380878
ZNF226,1.537150536,0.888270466
PVRL2,2.696472674,1.605077853
PVR,2.156749007,4.739765785
PPP1R37,0.452560026,0.677084999
TRAPPC6A,0.39327607,0.774248315
TOMM40,1.243669246,2.495378838
ERCC1,1.976513429,1.880055478
VASP,1.64110679,2.039184489
EML2,0.564796602,1.54371034
SYMPK,1.441871178,2.069986607
SNRPD2,1.103136784,1.963725832
PPP5C,0.950572311,1.03052188
CALM3,0.155424431,0.289848168
STRN4,1.386448185,2.286062042
AP2S1,1.364284128,1.832748426
ARHGAP35,0.897432967,0.930680842
SLC1A5,0.908318401,8.752911711
SAE1,0.823265434,1.452296253
NAPA,0.328745622,0.5044276
SNAR-A12,1.086406732,3.177048739
SNAR-A2,0.900496832,2.156290571
SNAR-A14,1.06728272,2.335259901
SNAR-A1,0.891674864,2.206604149
GLTSCR2,1.693355771,2.373056939
SNAR-A13,1.074666346,2.9522891
SEPW1,1.871737764,0.53853738
GRWD1,1.869777418,2.642653189
KDELR1,0.84825298,1.21821949
CYTH2,0.535683047,0.526670146
BCAT2,0.225167089,0.49454708
NUCB1,1.073473641,2.558291751
BAX,2.010343327,2.727289159
RUVBL2,0.947985824,2.140069532
GYS1,0.743916224,0.686752288
SNRNP70,1.433794253,1.155743713
RPL18,1.736163802,2.348907991
FTL,11.34515293,13.5348233
TRPM4,0.121998783,0.096291694
PIH1D1,0.430646731,0.971694628
PRRG2,0.056466983,0.029391301
NOSIP,1.942547383,1.669464381
RRAS,9.671331607,5.638761275
PNKP,0.524028316,0.463906053
IRF3,1.876977862,1.807627819
PTOV1,0.895144626,0.278008612
AKT1S1,1.042262651,0.935518424
AP2A1,1.341244901,1.413850607
PRMT1,1.022194495,1.288219007
SNAR-A11,0.997874043,2.259068372
SNAR-A3,0.992901347,2.259294301
SNAR-A10,0.993185707,2.260856395
RPS11,0.932784972,0.97822275
SNAR-B1,0.047397733,0.808345167
SNAR-B2,0.085322893,0.808345167
NUP62,0.857569546,0.815224257
NR1H2,1.191739169,1.220167076
EMC10,0.331699629,0.213801006
JOSD2,1.408098236,1.154189462
C19orf48,0.096808671,0.426798513
ETFB,0.44821864,0.287435132
ZNF613,0.703779275,0.152487305
ZNF841,1.308259439,0.679066261
ZNF480,0.515965686,0.325113287
ZNF766,0.826889252,0.386551187
ZNF528,1.536761488,0.257979925
ZNF808,0.746719146,0.614628347
ZNF600,0.758075425,0.750541079
PPP2R1A,1.414317333,0.810813685
ZNF320,0.522896541,0.370963604
ZNF28,0.541856333,0.423959014
ZNF468,0.707481428,0.72693101
ZNF83,1.286812889,0.539310886
NDUFA3,0.610056062,0.414424216
LENG1,1.026269775,1.330585561
TFPT,0.413872552,0.52747784
PRPF31,1.088054775,1.412545673
TMC4,0.006562668,0.001716783
RPL13A,0.973805505,0.795314903
TSEN34,0.911832815,0.647318355
MBOAT7,0.871841151,0.314967113
LENG8,2.334873317,1.11389876
RPS9,1.044087558,1.255263296
EPS8L1,0.06721162,0.434254354
PPP1R12C,1.689890519,2.647246237
PPP6R1,2.173733034,1.319564957
HSPBP1,2.353657473,2.44677444
UBE2S,0.596618853,1.821165665
NAT14,1.012146233,0.469623322
ZNF524,0.529362776,0.637259883
ISOC2,0.3285983,0.748003032
CCDC106,0.474844733,0.161044719
ZNF581,0.896883744,0.888673294
EPN1,2.833423249,1.00552821
RPL28,1.45806392,1.580524727
U2AF2,1.506339018,0.885987712
LOC100128252,1.523368695,0.418463469
ZNF460,0.771701203,0.50527987
TRAPPC2P1,1.364565233,1.139079998
ZNF772,0.830337179,0.234448932
ZNF134,0.95774105,0.562823546
ZNF419,0.77506062,0.662866605
ZNF776,0.760027855,0.370026169
ZNF552,0.584859213,0.211951064
ZNF586,0.62910937,0.605860491
ZNF587,0.829341865,0.435211964
ZNF606,0.663072336,0.232296369
ZNF329,0.901486717,0.744940684
ZNF8,1.024897231,0.675551703
ZNF544,0.612727058,0.347539199
ZNF274,1.131179577,0.742950362
TRIM28,0.702941218,0.621339506
UBE2M,0.983916712,1.145708242
CHMP2A,1.220317984,0.908102687
MGC2752,1.017436711,0.937411034
RPS5,1.254267945,1.384957561
TRIB3,0.855204933,5.697326743
TBC1D20,1.043945142,0.898853385
RBCK1,0.655060718,1.49193614
SRXN1,2.090642959,1.132530258
PSMF1,0.524335072,0.434214713
CSNK2A1,1.226426262,1.036810899
NSFL1C,0.473148145,0.361369242
SDCBP2,0.701094933,1.450691122
FKBP1A,2.020852047,1.277169939
SNRPB,1.185913398,2.767746383
IDH3B,1.148335469,1.795742452
MRPS26,1.108743005,1.048465419
NOP56,1.032975627,1.065943621
SNORA51,1.132447877,1.895380612
DDRGK1,0.955881725,0.780568042
FASTKD5,1.219466319,0.985523343
ITPA,0.923472058,2.240050428
PCED1A,3.647550043,1.079993456
VPS16,1.416633766,0.904839668
PTPRA,1.55236032,0.801573932
C20orf27,1.140074513,0.955534704
CENPB,1.60175123,1.868059391
ATRN,2.04915826,1.323081749
PANK2,1.336701475,0.906179598
MAVS,2.509083516,1.04082781
SLC23A2,3.50925992,2.678547103
CDS2,0.859257882,1.203955371
PCNA,0.356753887,0.675648801
PCNA-AS1,0.324082638,0.647774974
TMEM230,3.874926231,1.769117395
TRMT6,1.61559082,3.749093291
GPCPD1,1.541597504,1.199193321
CRLS1,0.86753615,1.195614349
TMX4,1.131723739,1.417683915
SLX4IP,1.984271566,0.90917813
PRNP,4.986594914,4.280703383
MKKS,1.185003121,1.831452685
BTBD3,0.703387621,1.282402141
TASP1,1.152239165,1.555207432
ESF1,3.339305839,2.965497225
KIF16B,0.210083488,1.313196683
SNRPB2,2.588167396,2.544297812
JAG1,146.0674437,0.881190732
DSTN,1.242561228,1.164360457
RRBP1,4.171540684,2.278314491
MGME1,0.516856606,0.846286001
PET117,1.540121548,1.547977251
CSRP2BP,1.110643322,0.34478552
ZNF133,2.89101957,1.18235762
SNX5,0.985956929,0.999174528
RBBP9,0.809391195,0.462359568
LINC00493,1.500923911,1.059356311
DTD1,1.994820997,3.002719333
SEC23B,0.800765789,0.562247822
CRNKL1,0.878860659,1.04748303
NAA20,2.155287261,1.652009822
PLK1S1,3.413961112,1.207397621
NXT1,1.429874149,3.112506276
XRN2,0.921444652,0.753474179
CST3,3.433794032,2.221012363
APMAP,12.60739202,2.922234973
ENTPD6,1.181514146,0.739638864
ZNF337,1.018169367,0.669813856
FRG1B,1.309303181,1.091155179
HM13,2.888053522,2.064944257
PSIMCT-1,3.78724306,2.545277931
TPX2,0.760114264,2.253843452
PYGB,4.33531417,2.470445744
ABHD12,1.566420636,1.34661235
PDRG1,1.069807762,0.907125519
ID1,0.72993861,2.519610333
BCL2L1,6.050008592,2.421956235
TM9SF4,3.103183718,1.832611498
POFUT1,5.203613036,2.603879825
KIF3B,2.052398852,1.253099596
ASXL1,4.508795863,2.917844287
COMMD7,3.336713135,1.886027501
MAPRE1,2.078925174,2.133356259
SNTA1,5.66940984,0.763248546
CDK5RAP1,1.717832277,1.682225265
NECAB3,1.456708459,0.476295988
CBFA2T2,1.914466356,0.278978642
CHMP4B,1.723857924,1.294440449
RALY,1.979882257,2.47724676
EIF2S2,2.802960448,4.358965625
AHCY,1.486046524,1.348101149
PIGU,1.827829066,1.911071232
DYNLRB1,1.356310344,1.009237335
ACSS2,0.753559487,1.150268203
GSS,1.739286788,1.191409699
EDEM2,2.798456944,5.371343461
TRPC4AP,2.348618882,1.251644034
ITCH,2.709847246,2.617774279
UQCC,4.285586588,7.1880971
EIF6,3.023800912,3.522729152
ERGIC3,2.097810625,1.491058736
NFS1,2.064995797,1.79773569
ROMO1,1.468635857,1.128942034
CPNE1,3.207869764,1.169184404
RBM12,1.242793797,1.288787082
SCAND1,1.867605901,0.819063945
PHF20,1.753974083,0.962586137
AAR2,2.755668123,1.758363944
DSN1,1.240402773,2.468892459
SAMHD1,2.371757367,1.011089237
NDRG3,1.971469725,0.576945533
LINC00657,1.991316803,1.60046965
C20orf24,2.919735066,3.127923037
RBM39,1.222269764,0.909980798
MANBAL,1.916442762,1.713849433
SRC,0.637037531,0.849658977
CTNNBL1,3.405381288,3.089066613
TTI1,2.468217218,3.099608526
RPRD1B,1.794942665,2.117872868
SNHG11,4.387715861,4.21115462
LOC388796,5.598472576,4.805483683
SNORA71B,3.936837123,12.02413216
SNORA71A,3.452816458,2.424852487
SNORA71C,0.718703554,3.464084106
SNORA71D,1.079312052,1.309021047
BLCAP,1.557199062,1.07828587
RPN2,2.34540137,2.30212322
RALGAPB,2.131322216,2.449093748
TOP1,2.481671474,1.21308587
PLCG1,5.048307133,1.291183436
LPIN3,2.353628023,0.88763463
CHD6,0.880437374,0.412271951
IFT52,2.204980983,1.971780186
C20orf111,7.553824838,5.307886253
SRSF6,0.66902757,0.482737554
TTPAL,10.3991705,2.918695713
ADA,24.11310124,1.96021644
PKIG,4.594442404,4.129459111
SERINC3,2.234013066,1.586505408
TOMM34,9.124412954,3.540677083
STK4,6.083337913,5.876844478
YWHAB,3.326464988,2.239632512
SLPI,38.80967234,3.877456054
ACOT8,2.313719347,1.044011526
SDC4,24.95608487,7.600621713
PIGT,5.144116225,3.076131047
NCOA5,1.53291182,0.788339905
SYS1,2.306247773,1.664153072
CTSA,7.041388902,11.25314685
SLC35C2,2.636593183,3.689785761
ELMO2,1.458310084,1.564963172
TP53RK,1.66800706,1.531976838
ZMYND8,3.771413317,1.792026431
NCOA3,4.36629311,3.387570573
ARFGEF2,3.177652762,2.933889693
DDX27,2.521176888,2.663790023
CSE1L,1.325666376,1.784405811
STAU1,2.084441916,1.690120442
B4GALT5,4.543191552,1.617766378
RNF114,2.181013122,2.269878589
CEBPB,3.131313594,15.06220079
PTPN1,3.26781297,3.154216636
BCAS4,7.579384162,3.221656529
ZNFX1,5.393347981,2.783980381
ZFAS1,6.979165224,7.550500789
MOCS3,2.764039398,2.321141932
DPM1,2.845619365,3.45515269
ADNP,1.296275578,0.938645255
UBE2V1,2.949795209,2.031863974
TMEM189,4.514166292,2.595677863
ZNF217,3.327863387,0.73824955
PFDN4,2.667010175,3.328059764
ATP9A,1.522336691,0.666466944
FAM210B,2.767417732,0.399665334
AURKA,0.653908296,2.039539123
CSTF1,1.693665034,1.170129625
RTFDC1,4.400323125,3.458261371
RAE1,2.573792521,2.762089058
RAB22A,2.296152156,2.530892204
VAPB,1.246954352,0.775694175
PMEPA1,0.080464384,1.305758345
STX16,4.484546954,3.135614526
NPEPL1,1.547959336,0.671927128
NELFCD,1.246230884,0.810363696
CTSZ,3.405674054,1.561578497
LSM14B,2.736929928,2.141316606
SS18L1,1.469466363,0.443162521
PSMA7,2.720123695,2.746495257
GNAS,2.003341693,0.678066936
OSBPL2,1.380132544,0.851653005
ATP5E,1.748700691,1.2686189
SLMO2-ATP5E,3.248427062,2.881341841
SLMO2,1.958717941,1.94811287
ADRM1,3.137146119,2.944598242
MRGBP,2.84283587,3.777132882
OGFR,4.267620124,2.331390922
TCFL5,3.13733397,1.305883676
GID8,1.293320226,0.885622524
YTHDF1,2.144374709,1.428368404
RPS21,2.183968365,2.795918588
EEF1A2,0.674667117,0.113054146
PPDPF,2.056636015,0.408591188
DIDO1,1.768722489,1.325674029
ARFGAP1,5.657696675,3.637353324
SLC2A4RG,1.957636081,0.918529719
UCKL1,0.614215588,0.812594188
ARFRP1,3.065823427,1.993922828
ZGPAT,7.066946243,2.885199419
PRPF6,2.837296458,1.57465772
DNAJC5,2.350430851,1.026521171
PCMTD2,0.872468359,0.48108166
TEKT4P2,1.296322566,0.797789294
HSPA13,0.85993222,3.915760007
TPD52L2,4.833857383,2.863286518
USP25,2.099394191,0.863635151
NRIP1,0.99844251,0.294761632
BTG3,1.958531093,3.204120254
CXADR,0.377666813,0.335864359
C21orf91,0.705332678,0.846780498
MRPL39,0.473259867,0.597588982
ATP5J,1.281691543,0.897535102
GABPA,0.625734813,1.003223874
ADAMTS1,0.087673265,0.002285003
N6AMT1,1.896270402,0.947621984
RWDD2B,0.987031406,0.492219932
LTN1,2.346202521,0.433974816
USP16,0.908265479,0.919391603
CCT8,0.824822099,0.693911175
BACH1,3.68073089,1.928582775
SOD1,0.763747535,0.384334157
C21orf119,3.869249941,1.068603826
C21orf59,1.16139996,1.259876539
IL10RB,1.090044064,1.963358675
PAXBP1,0.643480356,1.002529349
IFNAR1,0.69242941,0.559666587
IFNGR2,1.807319567,1.508255226
TMEM50B,0.442212456,0.232132515
CRYZL1,1.072588167,0.772573197
GART,1.211157778,2.158493384
SON,0.815590457,0.51407796
ATP5O,0.837728842,0.993340422
SMIM11,2.926460873,1.33448204
MRPS6,1.985877983,0.794322804
SLC5A3,0.858764882,0.472847656
RCAN1,12.49702044,4.316406086
CBR1,2.586408189,1.815517626
DOPEY2,1.732811864,0.136028276
MORC3,1.354514264,0.558477404
PIGP,0.736535501,0.329764751
HLCS,0.579380491,0.503978168
DSCR3,1.200794203,0.957445853
APP,4.861550257,2.603641525
DYRK1A,0.834960075,0.70923982
TTC3,0.795075668,0.434957233
PSMG1,1.454523572,1.569446551
WRB,0.886180148,0.828386263
BRWD1,0.811579522,0.723363767
HMGN1,1.268540449,0.885224779
TMPRSS2,9.68E-08,2.96E-08
RIPK4,0.714821223,0.212493371
ZBTB21,1.541631721,0.785392547
SLC37A1,0.040338932,0.007766763
NDUFV3,1.197285213,0.836205153
ABCG1,22.00613437,0.510737284
CBS,0.413283229,0.248965377
RRP1B,2.213060784,2.043254599
RRP1,1.174183825,1.03882371
PDXK,2.450414529,1.451794729
CSTB,1.230351193,0.489007091
AGPAT3,1.797088866,0.885945222
TRAPPC10,0.940117133,0.901569701
PWP2,0.779864956,0.856936188
C21orf33,0.305186639,0.2187412
UBE2G2,2.700260506,1.802385115
PFKL,0.53845809,0.457018345
SUMO3,2.166587418,0.969562113
FAM207A,2.565147479,1.268819013
PTTG1IP,2.202826127,1.616249962
POFUT2,2.86847492,2.185916881
YBEY,2.919709428,1.220582423
LSS,0.496074186,1.258940219
MCM3AP,2.546932989,1.242453837
DIP2A,1.014861462,0.361721515
CECR5,1.46207553,1.415565063
PRMT2,0.891690278,0.4110091
ATP6V1E1,2.409542505,1.910066566
DGCR6,0.549676649,0.198631963
BID,7.864880022,3.260068846
PEX26,2.054326709,1.971683326
HIRA,1.506765435,1.741595323
BCL2L13,2.23907003,2.047034348
MRPL40,2.616860482,1.655155246
SLC25A1,0.496623867,0.767376319
C22orf39,1.42286284,0.893997724
UFD1L,1.395517043,2.02563274
DGCR2,1.14515302,0.600120975
Sep-05,1.740315275,0.241229788
RANBP1,1.379489873,1.971337488
DGCR6L,0.836473629,0.525471037
TXNRD2,1.141399614,0.877134607
COMT,1.118246688,1.185086976
DGCR8,0.90119132,0.731910262
TRMT2A,2.808668819,1.243629907
MED15,5.547080258,3.380340627
SNAP29,1.449098203,0.939399907
PI4KA,0.956326603,0.910856608
LZTR1,0.914580279,0.753503243
CRKL,1.19209146,1.974181059
YDJC,1.930698263,2.517850226
SDF2L1,1.302640798,2.315439251
PPIL2,1.708387965,1.317390312
TOP3B,2.060420547,1.803867639
UBE2L3,1.367944042,1.147055388
LOC96610,0.995092894,0.725475958
MAPK1,0.890450532,0.976710167
CHCHD10,0.27739608,0.237058165
BCR,2.573141577,1.512959584
SMARCB1,1.603702463,1.594546319
DDT,0.959875457,1.081533094
MIF,1.304571243,1.1019051
GUCD1,1.141101201,1.254628594
SNRPD3,0.9223756,0.879995738
SPECC1L,1.090817712,0.643746082
HPS4,2.411823882,1.75734995
SRRD,2.391270402,1.828199163
TFIP11,3.044374538,2.132110106
PITPNB,1.426212404,2.402139614
HSCB,1.201686277,1.678664589
CCDC117,1.198272827,0.703105064
RHBDD3,1.085836889,0.779556342
XBP1,1.549739743,2.176767667
THOC5,1.967894908,2.311047136
NIPSNAP1,0.831077842,0.555499042
AP1B1,0.95459404,1.118580053
EWSR1,0.782276291,0.922558923
ZMAT5,3.07591897,2.537131275
UQCR10,1.076926367,1.080655309
ASCC2,2.636163694,1.924026308
TBC1D10A,2.453596969,1.497982934
RNF215,1.799909591,1.270210714
NF2,1.18739265,1.154014779
MTMR3,0.944940861,0.962957086
SF3A1,2.507190887,1.481903227
MTFP1,0.500986878,2.593612144
MORC2,1.739643216,1.011643561
SEC14L2,2.504080227,1.995903994
PES1,3.136964351,2.660882651
SELM,1.088055693,2.266903074
TUG1,0.978754145,0.81497524
PIK3IP1,0.123649975,0.040379138
PATZ1,0.727755394,0.381534186
DRG1,1.47632223,2.049271751
RNF185,0.880229601,1.791130061
LIMK2,0.218197898,0.292811998
PRR14L,1.162026461,1.579994714
PISD,1.907326148,1.999131126
YWHAH,1.575106497,3.606845389
C22orf28,1.584986033,1.675294958
FBXO7,1.74761055,2.098097062
HMGXB4,1.011269063,1.79665726
MCM5,0.323197526,1.176042241
TOM1,2.349959773,1.313251198
TXN2,1.098952858,0.99649039
RBFOX2,2.824944753,2.998703988
IFT27,0.783130455,0.919246221
EIF3D,3.689447194,3.303314487
TST,1.039595454,0.679363051
MPST,1.907899299,2.064862232
GGA1,2.013915326,1.303276023
MYH9,12.38349113,8.360567538
GCAT,0.6857754,0.840762069
H1F0,0.477252038,2.653871466
TRIOBP,2.814896556,4.805681394
MICALL1,4.946784869,5.45123357
