gene,hits
LSM1,2
PPAPDC1B,0
WHSC1L1,2
FGFR1,95
RNF5P1,0
TM2D2,0
ADAM2,1
SFRP1,25
KAT6A,1
RPL5P23,0
SLC20A2,0
THAP1,1
RNF170,0
ASNSP1,0
CEBPD,7
PRKDC,27
SNAI2,41
PCMTD1,0
RB1CC1,4
OPRK1,3
RP11-1081M5.1,0
RP11-400K9.4,0
ATP6V1H,0
TCEA1,0
LYPLA1,2
TMEM68,0
RP11-446E9.1,0
RPS20,1
IMPAD1,0
NSMAF,0
TOX,10
ASPH,0
GGH,2
YTHDF3-AS1,0
CYP7B1,7
CTD-3025N20.3,0
ARMC1,0
PDE7A,0
MYBL1,2
VCPIP1,0
SNHG6,1
COPS5,4
ARFGEF1,0
C8orf34-AS1,0
SLCO5A1,0
NCOA2,44
TRAM1,2
LACTB2,0
RPL7,0
STAU2,0
UBE2W,0
TCEB1,3
JPH1,0
RP11-730G20.2,0
PEX2,0
HEY1,10
MRPS28,0
RP11-26J3.3,0
RP11-92K15.3,0
TPD52,36
RP11-48B3.5,0
ZNF704,1
PAG1,3
FTH1P11,0
IMPA1,0
SLC10A5,0
ZFAND1,0
SNX16,0
HNRNPA1P4,0
C8orf59,0
CTD-2284J15.1,0
RMDN1,0
CNGB3,0
DCAF4L2,0
MMP16,9
RP11-37B2.1,0
NBN,31
TMEM64,1
TMEM55A,0
OTUD6B-AS1,0
TRIQK,0
CTD-2006H14.2,0
RBM12B,0
RPL34P18,0
RAD54B,1
RP11-267M23.1,0
KIAA1429,0
RP11-22C11.2,0
CCNE2,9
TP53INP1,10
C8orf37,0
UQCRB,0
MTERF3,0
TSPYL5,2
RPL30,0
HRSP12,0
NIPAL2,0
KB-1517D11.3,0
STK3,2
RP11-410L14.2,0
COX6C,0
RNF19A,1
ANKRD46,0
GAPDHP62,0
PABPC1,5
YWHAZ,12
KB-1460A1.1,0
ZNF706,0
KB-1562D12.1,0
NCALD,1
RRM2B,4
UBR5,0
KLF10,7
AZIN1,1
SLC25A32,0
RP11-1C8.7,0
RP11-1C8.4,0
LRP12,1
ZFPM2-AS1,0
EIF3E,17
NUDCD1,1
SYBU,0
TRPS1,10
EIF3H,1
RAD21,4
EXT1,4
SAMD12,0
TAF2,0
DSCC1,0
MRPL13,0
DERL1,1
C8orf76,0
ZHX1,0
ATAD2,8
FBXO32,1
TMEM65,0
TATDN1,0
MTSS1,9
KIAA0196,4
FAM84B,8
CASC8,1
FAM49B,0
ASAP1,3
KCNQ3,0
LRRC6,0
NDRG1,56
ST3GAL1,3
ZFAT,0
AC083843.4,0
AC083843.1,0
TRAPPC9,0
CTA-204B4.2,0
AGO2,23
PTK2,92
RP11-809O17.1,0
SLC45A4,1
TSNARE1,0
JRK,0
LYNX1,2
LY6D,4
LINC01604,0
RP13-582O9.7,0
TOP1MT,1
RHPN1-AS1,0
ZC3H3,0
MROH6,0
NAPRT,0
EEF1D,1
PYCRL,0
TSTA3,0
RP11-429J17.5,0
FAM83H,1
RP11-429J17.7,0
SCRIB,5
PUF60,1
NRBP2,0
EPPK1,0
PLEC,0
PARP10,0
OPLAH,0
CTD-3065J16.9,0
SHARPIN,6
BOP1,0
DGAT1,3
TMEM249,0
FBXL6,0
CPSF1,1
SLC39A4,2
VPS28,0
TONSL,0
CYHR1,0
CTD-2517M22.14,0
RECQL4,2
LRRC24,0
C8orf82,0
ARHGAP39,0
ZNF251,0
ZNF34,0
RPL8,0
COMMD5,0
ZNF250,0
ZNF16,0
ZNF252P,0
DOCK8,0
KANK1,1
RP11-165F24.2,0
SMARCA2,8
VLDLR,0
RFX3-AS1,0
SLC1A1,2
PPAPDC2,0
CDC37L1,0
RCL1,0
JAK2,92
CD274,70
RIC1,0
RP11-307L3.2,0
UHRF2,0
RP11-390F4.6,0
KDM4C,13
TYRP1,3
LURAP1L,0
SNAPC3,0
CNTLN,0
SH3GL2,0
RRAGA,0
DENND4C,0
RP11-513M16.8,0
ACER2,0
RP11-363E7.4,0
FOCAD,0
MTAP,4
LINC01239,0
IFT74,0
ACO1,2
TOPORS-AS1,0
DNAJA1,1
B4GALT1-AS1,0
CHMP5,0
NFX1,0
ANKRD18B,0
SNX18P7,0
CYP4F26P,0
ANXA2P2,0
PTENP1-AS,0
TRBV26OR9-2,0
RP11-384P7.7,0
PRSS3,4
UBE2R2,0
UBAP1,0
NUDT2,0
GALT,6
IL11RA,5
RP11-195F19.9,0
DNAJB5,1
UNC13B,0
RUSC2,0
TESK1,0
CCDC107,0
CA9,32
CREB3,1
RGP1,0
RP11-112J3.16,0
NPR2,0
TMEM8B,0
RECK,25
GLIPR2,0
CLTA,0
MELK,11
EBLN3,0
ZCCHC7,0
GRHPR,0
POLR1E,0
RP11-613M10.6,0
FRMPD1,0
TRMT10B,0
DCAF10,0
TMX2P1,0
ALDH1B1,1
FAM201A,0
RP11-104G3.2,0
RP11-87H9.2,0
RP11-87H9.4,0
RP11-187C18.3,0
FAM27C,0
RP11-111F5.5,0
RP11-262H14.4,0
CBWD5,0
ZNF658,0
CBWD3,0
PIP5K1B,0
FAM122A,0
FXN,0
TJP2,2
FAM189A2,0
RPL24P8,0
SMC5,0
C9orf85,0
GDA,9
ANXA1,14
OSTF1,1
PCSK5,0
RPSAP9,0
GCNT1,10
PCA3,490
VPS13A,0
CEP78,1
PSAT1,2
CHCHD2P9,0
TLE4,0
RP11-439K3.1,0
IDNK,0
RP11-522I20.3,0
RMI1,1
RP11-213G2.3,0
NAA35,0
CDC20P1,0
DAPK1,11
RP11-40C6.2,0
CTSL,15
RPS10P3,0
SPIN1,0
S1PR3,0
CKS2,5
SECISBP2,0
GADD45G,6
SYK,9
CENPP,0
C9orf89,0
WNK2,1
FAM120A,0
PHF2,1
PTPDC1,0
RP11-2B6.3,0
RP11-2B6.2,0
ZNF169,0
HIATL1,0
PCAT7,2
C9orf3,0
RP11-80I15.1,0
RP11-435O5.6,0
RP11-435O5.4,0
ERCC6L2,0
EIF4BP3,0
RP11-172F4.2,0
HABP4,0
TDRD7,0
TMOD1,0
NCBP1,0
ANP32B,0
NANS,1
GALNT12,0
TGFBR1,40
SEC61B,0
STX17,0
INVS,1
MSANTD3,0
RP11-35N6.1,0
ZNF189,0
RNF20,3
SMC2,2
NIPSNAP3A,1
NIPSNAP3B,0
SLC44A1,1
FSD1L,0
FKTN,0
TMEM38B,0
ZNF462,0
RAD23B,6
FAM206A,0
PALM2,0
AKAP2,2
ZNF483,0
DNAJC25,0
GNG10,0
UGCG,0
HSDL2,0
KIAA1958,0
SNX30,0
SLC31A2,0
SLC31A1,4
PRPF4,0
BSPRY,0
C9orf43,0
RGS3,0
ZNF618,0
COL27A1,1
ORM1,1
ORM2,0
ATP6V1G1,0
C9orf91,0
TRIM32,0
RP11-27I1.4,0
PSMD5-AS1,0
CNTRL,0
GSN,4
DAB2IP,44
MRRF,0
PTGS1,26
SKA2P1,0
RP11-355O1.11,0
RABGAP1,0
LHX2,0
NEK6,1
MIR181A2HG,0
ARPC5L,0
RABEPK,0
GAPVD1,0
PBX3,4
MVB12B,0
LMX1B,1
ZBTB43,0
ZBTB34,0
RALGPS1,0
GARNL3,0
RP11-356B19.11,0
SLC2A8,0
ZNF79,0
LRSAM1,0
STXBP1,0
CDK9,13
FPGS,0
RP11-228B15.4,0
SLC25A25,0
C9orf16,0
DNM1,0
SWI5,0
COQ4,0
SLC27A4,0
URM1,0
CERCAM,0
ODF2,2
GLE1,0
SPTAN1,1
SET,3713
PKN3,6
RP11-545E17.3,0
TBC1D13,0
ENDOG,2
LRRC8A,0
NUP188,0
FAM73B,0
DOLPP1,0
PPP2R4,0
C9orf106,0
RP11-65J3.15,0
LINC01503,0
LINC00963,1
RP11-492E3.51,0
NTMT1,0
TOR1B,0
USP20,2
GPR107,0
NCS1,0
ASS1,3
FUBP3,1
EXOSC2,0
ABL1,19
LAMC3,0
AIF1L,1
NUP214,1
PRRC2B,0
POMT1,1
NTNG2,0
GTF3C4,0
C9orf9,0
EEF1A1P5,0
GTF3C5,0
CEL,7
RPL7A,0
SURF2,0
ADAMTS13,4
CACFD1,0
LINC00094,0
WDR5,12
LL09NC01-139C3.1,0
RXRA,5
OLFM1,0
PPP1R26,0
MRPS2,0
RP11-98L5.5,0
KCNT1,0
RP11-432J22.2,0
GPSM1,0
PMPCA,0
LINC01573,0
EGFL7,4
FAM69B,0
TMEM141,0
CCDC183,0
RABL6,1
PHPT1,1
MAMDC4,0
TRAF2,17
LCN12,0
C9orf142,0
RP11-229P13.22,0
UAP1L1,0
MAN1B1,0
SSNA1,0
NDOR1,0
CYSRT1,0
RNF224,0
SLC34A3,0
TUBB4B,1
NELFB,1
NOXA1,0
MRPL41,0
ARRDC1,0
EHMT1,2
CACNA1B,2
TUBBP5,0
WASH1,0
RP11-143M1.3,0
LINC01388,0
FOXD4,0
CBWD1,0
VLDLR-AS1,0
KIAA0020,0
RFX3,0
SPATA6L,0
CDC37L1-AS1,0
AK3,0
INSL6,1
RP11-140C18.2,0
RLN2,14
RLN1,3
RP11-12D24.6,0
PLGRKT,0
ERMP1,0
KIAA2026,0
RANBP6,0
GLDC,1
SNRPEP2,0
RPL4P5,0
TMEM261,0
RP11-109M17.2,0
MPDZ,0
NFIB,5
ZDHHC21,0
LDHAP4,0
TTC39B,0
PSIP1,8
C9orf92,0
HAUS6,0
PLIN2,2
RP11-146N23.1,0
RP11-513M16.7,0
RPS6,8
SLC24A2,1
MLLT3,1
KLHL9,0
CDKN2A,163
CDKN2B,23
TUSC1,1
CAAP1,0
PLAA,1
C9orf72,0
SLC4A1APP1,0
DDX58,3
TOPORS,1
NDUFB6,0
DFFBP1,0
APTX,0
TCEA1P4,0
LAGE3P1,0
SMU1,0
B4GALT1,1
BAG1,5
AQP3,8
NOL6,0
SUGT1P,0
UBAP2,1
DCAF12,0
KIF24,0
KIAA1161,0
FAM219A,0
ENHO,0
CNTFR,0
RPP25L,0
DCTN3,1
SIGMAR1,1
RP11-195F19.5,0
VCP,7
FANCG,4
PIGO,1
STOML2,0
FAM214B,0
FAM166B,0
ARHGEF39,1
TPM2,2
TLN1,6
GBA2,0
MSMP,1
SPAG8,0
HINT2,0
FAM221B,0
YBX1P10,0
GNE,3
RNF38,0
PAX5,6
ZBTB5,0
FBXO10,0
TOMM5,0
RAB1C,0
EXOSC3,0
SLC25A51,0
SHB,4
IGFBPL1,0
CYP4F33P,0
RP11-392E22.10,0
ANKRD18A,0
SNX18P3,0
ZNF658B,0
GLIDR,1
RP11-204M4.2,0
CBWD7,0
RP11-4L24.4,0
RP11-262H14.5,0
RP11-262H14.3,0
ADGRF5P1,0
RP11-764K9.4,0
BX255923.2,0
RP11-15J10.1,0
FAM27E3,0
FAM27B,0
APBA1,0
PTAR1,0
SMC5-AS1,0
KLF9,2
TMEM2,0
ABHD17B,0
HSPB1P1,0
ZFAND5,0
ALDH1A1,36
C9orf40,0
C9orf41,0
NMRK1,0
RFK,1
PRUNE2,8
GNA14,0
GNAQ,2
TLE1,2
RASEF,0
FRMD3,0
UBQLN1,2
GKAP1,0
KIF27,0
C9orf64,0
HNRNPK,5
AGTPBP1,0
GOLM1,23
ISCA1,0
ZCCHC6,0
CDK20,0
SEMA4D,6
DIRAS2,0
AUH,2
NFIL3,2
SPTLC1,0
IARS,2
NOL8,1
IPPK,0
BICD2,0
RP11-526D8.11,0
ZNF484,0
NINJ1,3
RP11-165J3.6,0
FAM120AOS,0
BARX1,0
FBP1,4
FANCC,2
RP11-435O5.2,0
PTCH1,22
LINC00476,1
SLC35D2,0
ZNF367,1
CDC14B,0
AAED1,0
ZNF510,0
ZNF782,0
HIATL2,0
CTSV,0
RP11-498P14.3,0
RP11-498P14.5,0
TSTD2,0
XPA,8
C9orf156,0
TRIM14,1
CORO2A,0
TBC1D2,0
GABBR2,0
ANKS6,0
ALG2,0
STX17-AS1,0
ERP44,0
TEX10,0
MRPL50,0
GRIN3A,0
KLF4,47
IKBKAP,2
CTNNAL1,1
TMEM245,0
FRRS1L,0
EPB41L4B,5
PTPN3,0
C9orf152,1
TXN,15
LPAR1,6
KIAA0368,0
PTGR1,2
SUSD1,0
PTBP3,1
INIP,0
ZNF883,0
ZFP37,0
FKBP15,0
CDC26,0
WDR31,0
HDHD3,0
ALAD,3
POLE3,0
KIF12,1
AKNA,0
DFNB31,0
TNFSF15,1
TNC,9
RP11-284G10.1,0
ASTN2,0
RP11-388N2.1,0
TPT1P9,0
BRINP1,0
CDK5RAP2,0
MEGF9,0
FBXW2,1
PSMD5,0
PHF19,0
TRAF1,6
C5,73
RAB14,0
RP11-244O19.1,0
TTLL11,0
NDUFA8,0
RBM18,0
PDCL,4
RC3H2,0
ZBTB6,0
ZBTB26,0
MIR600HG,0
STRBP,0
DENND1A,0
PSMB7,0
NR6A1,4
RPL35,0
GOLGA1,0
SCAI,2
PPP6C,1
HSPA5,9
MAPKAP1,1
RPL12,0
FAM129B,0
PTRH1,0
TOR2A,0
ENG,512
AK1,1
ST6GALNAC6,0
ST6GALNAC4,0
DPM2,0
FAM102A,0
NAIF1,1
SLC25A25-AS1,0
PTGES2,1
CIZ1,3
GOLGA2,1
TRUB2,0
WDR34,0
HMGA1P4,0
ZDHHC12,0
ZER1,0
C9orf114,0
CCBL1,0
DOLK,2
SH3GLB2,1
CRAT,2
IER5L,0
ASB6,0
PTGES,8
TOR1A,1
C9orf78,0
FNBP1,0
FIBCD1,0
FAM78A,0
RP11-334J6.6,0
UCK1,0
RAPGEF1,0
MED27,0
SETX,0
TTF1,11
DDX31,0
AK8,0
TSC1,12
RALGDS,4
SURF6,0
MED22,0
SURF1,0
SURF4,0
REXO4,0
SLC2A6,0
VAV2,4
BRD3,7
PPP1R26-AS1,0
C9orf116,0
CAMSAP1,1
UBAC1,0
NACC2,0
C9orf69,0
LHX3,0
QSOX2,0
DNLZ,0
SNAPC4,0
SDCCAG3,1
INPP5E,1
SEC16A,1
NOTCH1,93
AGPAT2,0
SNHG7,2
CCDC183-AS1,0
EDF1,1
FBXW5,0
ABCA2,2
NPDC1,1
ENTPD2,0
SAPCD2,0
MAN1B1-AS1,0
DPP7,0
LRRC26,3
TMEM210,0
ANAPC2,0
TPRN,0
TMEM203,0
RNF208,0
FAM166A,0
C9orf173-AS1,0
NRARP,0
EXD3,0
NSMF,1
PNPLA7,0
DPH7,0
ZMYND19,0
ARRDC1-AS1,0
ZMYND11,1
GTPBP4,0
WDR37,0
PFKP,2
AKR1E2,0
AKR1C3,130
NET1,1
FAM208B,0
RP11-318E3.9,0
FBXO18,0
RBM17,2
PFKFB3,4
ATP5C1,0
TAF3,0
ECHDC3,0
PROSER2,0
DHTKD1,0
SEC61A2,0
CDC123,0
CAMK1D,1
OPTN,1
MCM10,1
PRPF18,0
RP11-295P9.3,0
RP11-353M9.1,0
HSPA14,0
SUV39H2,2
RPP38,0
PTER,18
VIM,32
ST8SIA6-AS1,0
STAM,20
ARL5B,0
PLXDC2,0
NEBL-AS1,0
MLLT10,0
COMMD3,1
BMI1,63
MSRB2,0
YWHAZP3,0
OTUD1,0
KIAA1217,1
THNSL1,0
GPR158,2
PDSS1,0
MASTL,0
RAB18,0
WAC,4
BAMBI,5
SVIL-AS1,0
MAP3K8,2
PARD3-AS1,0
CREM,5
CCNY,3
RP11-162G10.5,0
ZNF33A,0
ZNF37A,0
HSD17B7P2,0
RP11-291L22.7,0
RP11-291L22.6,0
LINC00839,0
BMS1,0
RET,52
CSGALNACT2,0
RP11-517P14.2,0
ZNF487,0
ZNF485,0
RASSF4,0
ZNF22,0
ALOX5,41
FAM21C,0
TIMM23,2
BMS1P1,0
CTGLF8P,0
PTPN20,0
RHEBP2,0
MAPK8,34
RP11-123B3.2,0
TIMM23B,0
AGAP6,0
FAM21A,0
DYNC1I2P1,0
SGMS1-AS1,0
ASAH2B,0
PRKG1,3
DKK1,39
CISD1,1
UBE2D1,1
TFAM,4
BICC1,0
LINC00844,1
PHYHIPL,0
RP11-131N11.4,0
CDK1,129
ARID5B,3
ADO,9
NRBF2,0
JMJD1C-AS1,0
REEP3,0
RP11-170M17.1,0
LRRTM3,0
SIRT1,87
HNRNPH3,0
TET1,11
COX20P1,0
CCAR1,2
STOX1,0
DDX50,0
DDX21,0
KIF1BP,0
VPS26A,0
SUPV3L1,0
HK1,5
TSPAN15,0
C10orf35,0
H2AFY2,0
CALM2P2,0
EIF4EBP2,1
SGPL1,0
UNC5B,3
SLC29A3,0
RP11-327E2.5,0
CHST3,1
ANAPC16,0
DDIT4,8
MCU,3
NUDT13,0
FAM149B1,0
RP11-152N13.5,0
RP11-464F9.20,0
RP11-464F9.22,0
GLUD1P3,0
DUSP8P5,0
SEC24C,0
FUT11,0
CHCHD1,0
ZSWIM8,0
VCL,7
ADK,5
KAT6B,2
SAMD8,0
VDAC2,2
ZNF503-AS2,0
DLG5-AS1,0
RPS24,1
ZMIZ1,3
PPIF,4
EIF5AL1,0
RP11-182L21.6,0
MBL1P,0
TMEM254,0
FAM213A,0
TSPAN14,0
GHITM,0
LINC00858,0
CCSER2,0
RPS3AP5,0
BMPR1A,6
SNCG,7
ADIRF,2
BMS1P3,0
FAM35A,2
MINPP1,1
PAPSS2,2
PTEN,1622
STAMBPL1,2
FAS,442
RP11-149I23.3,0
IFIT2,1
IFIT5,2
KIF20B,0
RPP30,0
PCGF5,0
HECTD2,1
TNKS2,1
BTAF1,0
NHP2P1,0
Mar-05,0
KIF11,13
EXOC6,0
CEP55,5
LGI1,2
SLC35G1,0
TBC1D12,0
HELLS,2
RP11-119K6.6,0
CYP2C19,14
CYP2C9,14
CCNJ,1
ZNF518A,0
RPL13AP5,0
LCOR,2
C10orf12,0
RP11-175O19.4,0
FRAT1,3
PGAM1,3
ZDHHC16,0
UBTD1,1
HOGA1,0
PI4K2A,0
MARVELD1,0
ZFYVE27,0
R3HCC1L,0
CNNM1,1
RP11-441O15.3,0
ENTPD7,0
CUTC,0
SCD,23
OLMALINC,0
HIF1AN,5
FAM178A,0
SEMA4G,0
C10orf2,1
LZTS2,5
SFXN3,0
KAZALD1,0
TLX1,1
BTRC,4
DPCD,0
HPS6,0
PPRC1,0
NOLC1,0
GBF1,0
NFKB2,20
FBXL15,0
RPARP-AS1,0
TMEM180,0
RP11-18I14.11,0
SUFU,5
TRIM8,0
SFXN2,0
WBP1L,0
PTGES3P4,0
C10orf32,0
AS3MT,2
CNNM2,0
INA,15
TAF5,0
PDCD11,0
NEURL1,0
RP11-416N2.3,0
RP11-416N2.4,0
SLK,33
SFR1,0
GSTO1,3
GSTO2,0
ADD3,0
MXI1,17
DUSP5,3
SMC3,1
PDCD4,19
RP11-348N5.9,0
RP11-348N5.7,0
SHOC2,0
ADRA2A,10
ACSL5,1
VTI1A,0
RP11-57H14.4,0
TCF7L2,26
CASP7,103
PLEKHS1,0
NHLRC2,0
ADRB1,4
TDRD1,11
VWA2,0
CTB-1144G6.5,0
FAM160B1,0
TRUB1,0
ATRNL1,0
FAM45A,0
BAG3,7
INPP5F,0
SEC23IP,0
WDR11,0
TACC2,6
PLEKHA1,0
HTRA1,2
RP11-564D11.3,0
PSTK,0
ACADSB,0
BUB3,3
LHPP,0
FAM175B,0
ZRANB1,0
EDRF1,0
BCCIP,2
FANK1,0
DOCK1,2
PTPRE,1
MGMT,41
RP11-109A6.3,0
GLRX3,1
PPP2R2D,1
RP11-45A17.2,0
JAKMIP3,0
DPYSL4,0
LRRC27,0
PWWP2B,0
C10orf91,0
INPP5A,0
ZNF511,0
PAOX,0
MTG1,0
SCART1,0
CYP2E1,18
DIP2C,0
LARP4B,1
IDI1,1
ADARB2,1
PITRM1,0
KLF6,54
ASB13,0
GDI2,0
RP11-318E3.4,0
ANKRD16,0
SFMBT2,2
KIN,15
USP6NL,0
UPF2,0
NUDT5,0
PHYH,0
SEPHS1,0
BEND7,0
FRMD4A,0
FAM107B,0
CDNF,0
RP11-398C13.6,0
DCLRE1C,1
ACBD7,0
NMT2,0
FAM171A1,0
FAM188A,0
RSU1,0
TRDMT1,1
RP11-499P20.2,0
NSUN6,0
NEBL,0
DNAJC1,1
PIP4K2A,0
ARHGAP21,1
ABI1,5
ANKRD26,1
YME1L1,0
ACBD5,0
MKX,0
ARMC4,0
MPP7,0
WAC-AS1,0
SVIL,4
RP11-305E6.4,0
MTPAP,0
ZNF438,1
ZEB1-AS1,1
ARHGAP12,0
KIF5B,5
RPS4XP11,0
PPIAP31,0
EPC1,1
C1DP1,0
ITGB1,14
NRP1,19
PARD3,6
CUL2,2
RP11-324I22.4,0
FZD8,4
NAMPTP1,0
ZNF248,0
ZNF25,0
RP11-313J2.1,0
RP11-178A10.3,0
ZNF37BP,0
ZNF33B,0
RP11-351D16.3,0
HNRNPF,1
ZNF239,0
ZNF32,1
Mar-08,0
ZFAND4,0
AGAP4,0
PARGP1,0
NCOA4,55
MSMB,80
GPRIN2,0
RHEBP1,0
GLUD1P7,0
AGAP9,0
CH17-360D5.3,0
CTGLF12P,0
FRMPD2,0
ERCC6,6
PGBD3,0
OGDHL,0
PARG,3
ASAH2,0
SGMS1,0
CSTF2T,0
RP11-319F12.2,0
ZWINT,5
IPMK,0
FAM13C,1
SLC16A9,0
CCDC6,2
ANK3,3
TMEM26,1
RTKN2,0
JMJD1C,5
MRPL35P2,0
RP11-170M17.2,0
DNAJC12,3
HERC4,0
PBLD,0
RUFY2,0
DNA2,2
SLC25A16,0
TMEM14D,0
AIFM2,2
TYSND1,0
SAR1A,1
PPA1,0
LRRC20,0
PCBD1,0
PSAP,86
SPOCK2,3
ASCC1,0
RP11-442H21.2,0
DNAJB12,0
MICU1,1
NPM1P24,0
RPL17P50,0
P4HA1,2
RP11-152N13.16,0
ECD,42
DNAJC9,0
MRPS16,0
CFAP70,0
ANXA7,14
RP11-345K20.2,0
PPP3CB,0
USP54,0
AGAP5,0
RP11-574K11.29,0
BMS1P4,0
RP11-574K11.24,0
RP11-574K11.32,0
ZSWIM8-AS1,0
NDST2,1
CAMK2G,0
AP3M1,0
COMTD1,0
ZNF503,0
RP11-399K21.13,0
KCNMA1,9
DLG5,2
POLR3A,0
ZMIZ1-AS1,0
ZCCHC24,0
SFTPA2,1
NUTM2B-AS1,0
RP11-119F19.5,0
RP11-119F19.4,0
TMEM254-AS1,0
ANXA11,1
EIF5AP4,0
WAPAL,0
GLUD1,1
NUTM2A-AS1,0
ATAD1,0
KLLN,2
ANKRD22,1
ACTA2,22
LIPA,3
PANK1,1
RP11-80H5.7,0
ANKRD1,2
PPP1R3C,0
TNKS2-AS1,0
SRP9P1,0
FGFBP3,1
CPEB3,0
IDE,72
MYOF,2
FRA10AC1,0
PIPSL,0
NOC3L,0
PDLIM1,0
SORBS1,2
ALDH18A1,0
TCTN3,0
ENTPD1-AS1,0
NPM1P25,0
BLNK,0
TLL2,0
TM9SF3,0
PIK3AP1,1
SLIT1,2
ARHGAP19,0
FRAT2,0
RRP12,1
EXOSC1,0
MMS19,0
MORN4,0
AVPI1,0
PYROXD2,1
HPS1,0
HPSE2,1
GOT1,1
SLC25A28,0
RP11-483F11.7,0
COX15,0
DNMBP,0
ERLIN1,0
CHUK,26
CWF19L1,0
BLOC1S2,0
SEC31B,0
NDUFB8,0
MRPL43,0
RP11-108L7.4,0
RP11-108L7.15,0
POLL,14
FBXW4,1
NPM3,0
MGEA5,1
C10orf76,0
LDB1,0
PSD,10
CUEDC2,1
C10orf95,0
ACTR1A,0
ARL3,0
NT5C2,0
PCGF6,0
USMG5,0
CALHM2,0
SH3PXD2A,3
OBFC1,2
ITPRIP,0
CFAP58-AS1,0
XPNPEP1,0
SMNDC1,0
RP11-525A16.4,0
PDCD4-AS1,0
BBIP1,0
GPAM,0
ZDHHC6,0
DCLRE1A,0
CCDC186,0
ABLIM1,1
HSPA12A,0
RP11-539I5.1,0
SHTN1,0
RP11-129M16.4,0
PDZD8,0
RAB11FIP2,0
FAM204A,0
CACUL1,2
RP11-215A21.2,0
LDHAP5,0
EIF3A,3
SFXN4,0
PRDX3,9
RGS10,0
TIAL1,0
MCMBP,0
RP11-572P18.1,0
RP11-95I16.6,0
FGFR2,87
ATE1,1
NSMCE4A,0
CUZD1,1
FAM24B,0
C10orf88,0
IKZF5,0
OAT,37
FAM53B,0
METTL10,0
CTBP2,11
FLJ37035,0
RP11-383C5.5,0
UROS,5
DHX32,0
MKI67,614
TCERG1L,0
BNIP3,15
STK32C,0
RP11-432J24.3,0
RP13-49I15.6,0
ADAM8,2
TUBGCP2,0
RP11-122K13.12,0
RP11-122K13.7,0
FUOM,0
ECHS1,2
RIC8A,0
PSMD13,0
ATHL1,0
IFITM2,0
IFITM1,2
B4GALNT4,2
PKP3,3
PTDSS2,0
RP13-46H24.1,0
LRRC56,0
RP11-496I9.1,0
RASSF7,0
PHRF1,0
TMEM80,0
EPS8L2,0
TALDO1,1
AP006621.5,0
CMB9-55F22.1,0
AP006621.6,0
RPLP2,0
PNPLA2,3
CRACR2B,0
CD151,14
TSPAN4,0
AP2A2,0
MUC2,20
TOLLIP-AS1,0
BRSK2,0
KRTAP5-AS1,0
AP006285.2,0
MRPL23,1
CD81,19
TSSC4,0
KCNQ1,2
SLC22A18,2
PGAP2,0
AC090587.4,0
STIM1,22
RRM1,1
RP11-23F23.2,0
OR51E1,5
TRIM22,1
AC025016.1,0
SMPD1,14
TIMM10B,0
ILK,46
ZNF215,1
PPFIBP2,2
EIF3F,1
TUB,3
RPL27A,0
AKIP1,4
TMEM9B-AS1,0
IPO7,3
ZNF143,4
WEE1,25
RPL23AP65,0
SWAP70,2
ADM,47
AMPD3,2
CTR9,0
ZBED5-AS1,0
RP11-483L5.1,0
USP47,1
MICAL2,1
MICALCL,0
PARVA,3
TEAD1,5
ARNTL,5
FAR1,0
PDE3B,2
C11orf58,0
OR7E14P,0
NUCB2,6
NCR3LG1,0
RP1-239B22.5,0
ST13P5,0
GTF2H1,1
LDHA,20
AC084117.3,0
LDHC,1
SPTY2D1-AS1,0
RP11-504G3.2,0
RP11-137N23.1,0
TMEM86A,0
ZDHHC13,0
HTATIP2,4
PRMT3,0
RP11-17A1.3,0
RP11-266A24.1,0
RP11-945A11.1,0
LUZP2,1
CTC-830E23.1,0
BDNF-AS,2
RP11-587D21.1,0
METTL15,0
ARL14EP,0
DNAJC24,0
ELP4,0
RCN1,3
EIF3M,0
PRRG4,0
QSER1,0
TCP11L1,0
LINC00294,0
RP1-89D4.1,0
HIPK3,4
CAPRIN1,1
NAT10,0
CAT,264
EHF,18
PDHX,0
CD44,516
FJX1,1
TRIM44,1
LDLRAD3,0
C11orf74,0
API5,1
TTC17,1
RP11-484D2.4,0
HSD17B12,3
ALKBH3,10
SEC14L1P1,0
ACCS,4
EXT2,1
CD82,75
SLC35C1,0
CRY2,7
MAPK8IP1,3
GYLTL1B,2
CREB3L1,2
DGKZ,1
MDK,9
ATG13,0
ZNF408,0
C11orf49,0
DDB2,6
NR1H3,13
MADD,1
SLC39A13,0
PTPMT1,0
RP11-76I23.7,0
NDUFS3,0
PTPRJ,0
RP11-872D17.4,0
RTN4RL2,0
CLP1,0
ZDHHC5,0
TMX2,0
C11orf31,0
CTNND1,2
ZFP91,3
CNTF,2
GLYATL1,2
FAM111B,1
FAM111A,1
AP000442.1,0
STX3,0
MS4A8,0
CCDC86,0
TMEM109,0
TMEM132A,0
TKFC,0
RP11-286N22.14,0
TMEM138,0
TMEM216,0
SDHAF2,0
RPLP0P2,0
DAGLA,0
FEN1,5
FADS2,2
BEST1,0
INCENP,4
SCGB2A1,3
SCGB1D2,2
ASRGL1,2
RCC2P6,0
RP11-831H9.3,0
ROM1,0
METTL12,0
UQCC3,0
TTC9C,0
POLR2G,1
TAF6L,0
TMEM179B,0
RP11-727F15.9,0
SLC3A2,0
